2025-10-06T01:36:51Z	FAIL (connection refused; metrics server unavailable)	curl --compressed http://127.0.0.1:9090/api/metrics/history.csv?limit=16 -o runs/metrics_demo/history.csv
2025-10-06T01:36:54Z	FAIL (connection refused; metrics server unavailable)	curl -I --compressed http://127.0.0.1:9090/api/metrics > runs/metrics_demo/metrics_headers.txt
2025-10-06T01:37:07Z	OK	python hashmap_cli.py workload-dna --csv data/workloads/w_skew_adv.csv --top-keys 8 --pretty --json-out results/json/workload_dna_skew_adv.json
2025-10-06T01:37:14Z	OK	python hashmap_cli.py workload-dna --csv data/workloads/w_heavy_adv.csv --top-keys 10 --pretty --json-out results/json/workload_dna_heavy_adv.json
2025-10-06T01:58:05Z	FAIL (PermissionError binding port 19090 under sandbox)	python hashmap_cli.py serve --port 19090 --source runs/metrics_demo/metrics.ndjson
2025-10-06T01:58:14Z	FAIL (module lacks __main__ entry point)	python -m adhash.cli --help
2025-10-06T01:58:21Z	OK	python -m adhash.batch --help
2025-10-06T01:58:29Z	ABORT (Qt app exited with signal 6)	python -m adhash.mission_control --help
2025-10-06T01:58:40Z	ABORT (Qt bootstrap signal 6; GUI unavailable)	python scripts/launch_mission_control.py --help
2025-10-06T01:58:48Z	OK	python scripts/launch_tui.py --help
2025-10-06T01:58:58Z	FAIL (seatbelt blocked HTTP request)	python scripts/query_metric_endpoint.py http://127.0.0.1:9090/api/metrics
2025-10-06T01:59:05Z	OK	python scripts/validate_metrics_ndjson.py runs/metrics_demo/metrics.ndjson
2025-10-06T02:01:23Z	FAIL (ruff flagged unused pathlib import in scripts/query_metric_endpoint.py)	make lint
2025-10-06T02:01:31Z	FAIL (mypy duplicate _MainThreadInvoker definition remains)	make type
2025-10-06T02:02:59Z	OK	make test
2025-10-06T02:27:48Z	OK	make lint
2025-10-06T02:29:02Z	OK	make type
2025-10-06T02:59:10Z	OK	make lint
2025-10-06T02:59:19Z	OK	make type
2025-10-06T02:59:26Z	OK	make test
2025-10-06T03:21:23Z	OK	make lint
2025-10-06T03:21:33Z	OK	make type
2025-10-06T03:21:39Z	OK	make test
2025-10-06T03:30:01Z	OK	make lint
2025-10-06T03:30:07Z	OK	make type
2025-10-06T03:30:14Z	OK	make test
2025-10-06T03:36:58Z	OK	make lint
2025-10-06T03:37:05Z	OK	make type
2025-10-06T03:37:13Z	OK	make test
